센터명,센터유형,도로명주소,지번주소,위도,경도,관리기관전화번호,운영기관전화번호,관할지자체,주요프로그램,데이터기준일자
경상북도 광역치매센터,광역치매센터,경상북도 경주시 동대로 87,경상북도 경주시 석장동 1090-1,35.85850364,129.1928772,054-880-3797,054-777-6400,경상북도,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업,2025-01-17
고창군치매안심센터,치매안심센터,전북특별자치도 고창군 고창읍 전봉준로 90,전북특별자치도 고창군 고창읍 율계리 101,35.44376255,126.6832504,063-560-8729,063-560-8725,전북특별자치도 고창군,무료치매검사+치매환자 등록관리+인지증진 재활 프로그램+맞춤형사례관리+가족지원프로그램 등,2024-06-26
전라남도광역치매센터,광역치매센터,전라남도 순천시 순광로 221,전라남도 순천시 조례동 1742,34.96375005,127.542936,061-726-6981,061-286-6042,전라남도,치매관련 자원 발굴+치매 연구·통계,2025-11-05
기장군 치매안심센터,치매안심센터,부산광역시 기장군 정관읍 용수로 11,부산광역시 기장군 정관읍 용수리 1314-1,35.32519724,129.1793766,051-709-2983,051-709-2983,부산광역시 기장군,치매 선별검사+치매환자 인지재활 프로그램+치매환자가족교실+자조모임+치매 예방교육 등,2025-11-19
사상구치매안심센터,치매안심센터,부산광역시 사상구 학감대로 242(감전동),부산광역시 사상구 감전동 138-8,35.15254918,128.9914565,051-310-3362,051-310-3362,부산광역시 사상구,치매환자 등록 관리+중증치매노인공공후견+사례관리+치매치료관리비 지원+치매조기검진+치매환자 쉼터 및 가족지원+치매 인식 개선을 위한 홍보 캠페인 등,2025-11-14
영등포구치매안심센터,치매안심센터,서울특별시 영등포구 당산로 29길 9,서울특별시 영등포구 당산동3가 407,37.525994,126.893979,02-2670-4752,02-831-0855,서울특별시 영등포구,"치매예방 및 인식개선(교육, 홍보)치매조기검진(선별검진, 정밀검진)치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지건강 프로그램 운영)치매치료비 및 원인확진검사비 지원(저소득 치매환자)치매지역사회 지원강화(지역사회 인적, 물적 자원 연계)치매통합관리 정보시스템 구축 운영",2025-11-21
일산서구보건소치매안심센터,치매안심센터,경기도 고양시 일산서구 일중로 54,경기도 고양시 일산서구 일산동 1680-6,37.6844752346,126.7757855168,031-8075-4871,031-8075-4871,경기도 고양시,치매선별검사 및 진단검사 실시+치매환자등록ㆍ조호물품ㆍ치매치료관리비 지원+경증 치매환자 쉼터 운영+치매예방 프로그램 운영+치매 안심마을 운영+치매 인식개선사업+치매환자 실종예방사업,2025-09-10
일산동구보건소치매안심센터,치매안심센터,경기도 고양시 일산동구 중앙로 1100,경기도 고양시 일산동구 백석동 1195,37.6461363846,126.7847187569,031-8075-4850,031-8075-4850,경기도 고양시,치매선별검사 및 진단검사 실시+치매환자등록ㆍ조호물품ㆍ치매치료관리비 지원+경증 치매환자 쉼터 운영+치매예방 프로그램 운영+치매 안심마을 운영+치매 인식개선사업+치매환자 실종예방사업,2025-09-10
용산구치매안심센터,치매안심센터,서울특별시 용산구 녹사평대로 150,서울특별시 용산구 이태원동34-87,37.5324394,126.9904783,02-2199-8082,02-790-1541,서울특별시 용산구,조기검진사업+치매환자등록관리사업+치매환자쉼터 운영사업+가족모임운영+교육 및 인지프로그램 운영+치매예방관리사업+홍보사업+치매파트너 양성+지역자원강화사업 등,2025-08-05
경상북도 안동시 치매안심센터,치매안심센터,경상북도 안동시 보현로12,경상북도 안동시 용상동 1517-263,36.55003666,128.7588531,054-855-5986,054-840-5789,경상북도 안동시,치매검진+치매상담+치매쉼터+인지강화교실+치매예방교실+조호물품지원+치매가족지원,2025-08-16
울산광역시북구치매안심센터,치매안심센터,울산광역시 북구 산업로 1018,울산광역시 북구 연암동 1082,35.58355486,129.3607258,052-289-3450,052-241-8257,울산광역시 북구,치매 조기검진+치매환자 등록관리+교육지원,2025-08-25
성동구치매안심센터,치매안심센터,서울특별시 성동구 왕십리로5길 3 (성수1가제2동 공공복합청사 5층),서울특별시 성동구 성수동1가 685-580,37.546403,127.0443497,02-2286-7033,02-499-8071,서울특별시 성동구,치매검진+치매예방등록관리+지역사회자원 강화,2025-08-27
서울특별시송파구치매안심센터,치매안심센터,서울특별시 송파구 충민로 184,서울특별시 송파구 장지동 850-2,37.48578411,127.1341622,02-2147-2356,02-2147-5050,서울특별시 송파구,치매조기검진+치매인식개선 및 등록관리사업+쉼터 및 인지건강프로그램 운영,2023-07-03
전주시 치매안심센터,치매안심센터,전북특별자치도 전주시 완산구 전라감영로 33,전북특별자치도 전주시 완산구 중앙동4가 30-1,35.81584604,127.1433514,063-281-6291,063-281-6291,전북특별자치도 전주시,"치매환자 등록관리, 인지재활프로그램,가정방문사례관리 등",2025-02-10
담양군치매안심센터,치매안심센터,전라남도 담양군 담양읍 완동길 10-5,전라남도 담양군 담양읍 만성리 116-1,35.32470339,126.9807889,061-380-2971,061-380-2971,전남광주통합특별시 담양군,치매상담 및 등록관리사업+일반조기검진사업+치매치료관리비지원+치매환자조호물품제공+배회가능어르신인식표발급+인지강화프로그램운영+치매예방교육운영+치매예방교실운영+치매환자쉼터프로그램운영+헤아림가족교실운영+치매파트너양성+치매극복선도단체양성+치매환자맞춤형사례관리사업,2023-12-01
관악구치매안심센터,치매안심센터,서울특별시 관악구 관악로 145 관악구청 별관 3층,서울특별시 관악구 봉천동 1570-1 관악구청 별관 3층,37.47864563,126.9509331,02-879-7141,02-879-4910,서울특별시 관악구,치매조기검진 및 등록관리+치매예방 및 인식개선+치매의료비 지원+인지건강프로그램 및 치매환자쉼터 운영+치매환자 가족지원,2025-11-13
광주광역시북구치매안심센터,치매안심센터,광주광역시 북구 북문대로 234(동림동),광주광역시 북구 동림동 1156-3,35.18696192,126.8668762,062-410-8124,062-410-8124,전남광주통합특별시 북구,치매조기검진+치매치료비지원+조호물품 지원+인식표배부 등,2025-11-28
서구 치매안심센터,치매안심센터,광주광역시 서구 상무대로884번길 17-20 (쌍촌동),광주광역시 서구 쌍촌동 1004-13,35.148879,126.860306,062-350-4759,062-350-4759,전남광주통합특별시 서구,치매조기검진+치료관리비 지원+치매환자맞춤형사례관리+치매인식개선홍보캠페인등,2025-11-27
서천군 치매안심센터,치매안심센터,충청남도 서천군 서천읍 사곡길 20-2,충청남도 서천군 서천읍 군사리 803,36.0817289,126.6887353,041-950-6719,041-950-6741,충청남도 서천군,치매환자등록관리사업+치매조기검진사업+치매치료비지원사업+치매환자쉼터,2025-11-28
동작구치매안심센터,치매안심센터,서울특별시 동작구 남부순환로 2025,서울특별시 동작구 사당동 1049-11,37.47643044,126.9736106,02-820-9582,02-598-6088,서울특별시 동작구,치매환자 상담 및 등록관리+치매조기검진+치매예방관리+치매환자쉼터운영+치매가족지원+치매인식개선및교육홍보+치매안심마을운영,2025-12-04
남동구보건소치매안심센터,치매안심센터,인천광역시 남동구 소래로 633,인천광역시 남동구 만수동 1008(남동구보건소),37.4473902,126.7306784,032-453-5812,032-453-5910,인천광역시 남동구,치매예방교육+인지강화 프로그램+쉼터 프로그램+찾아가는 치매예방교육 및 선별검사,2025-11-20
경상남도 진주시 치매안심센터,치매안심센터,"경상남도 진주시 월아산로 2026, 서부청사 1층","경상남도 진주시 초전동 348-2, 서부청사 1층",35.21469804,128.122903,055-749-5778,055-749-5778,경상남도 진주시,치매선별 및 진단검사+치매안심센터 쉼터운영+치매극복의 날 행사+치매파트너+파트너플러스+치매안심마을 운영,2025-12-04
강북구치매안심센터,치매안심센터,"서울특별시 강북구 오현로 208, 번동3단지 세대복합형 복지주택 1층",서울특별시 강북구 번동 237,37.6296739,127.0411454,02-901-7768,02-991-9832,서울특별시 강북구,조기검진+쉼터+가족지원+인식개선 등치매검진+치매치료비+조호물품+배회인식표+가족모임+인지건강센터+기억친구 등,2025-12-05
강북구치매안심센터,치매안심센터,"서울특별시 강북구 삼양로 335-1, 수유보건지소 2층",서울특별시 강북구 수유동 472-31,37.63340541,127.0171111,02-901-7768,02-991-9831,서울특별시 강북구,조기검진+쉼터+가족지원+인식개선 등치매검진+치매치료비+조호물품+배회인식표+가족모임+인지건강센터+기억친구 등,2025-12-05
갈매치매안심실(분소),치매안심센터,"경기도 구리시 갈매중앙로 80, 갈매동 복합청사 3층",경기도 구리시 갈매동 583-1,37.63144308,127.1177774,031-550-8312,031-550-8313,경기도 구리시,치매조기검진+치매쉼터운영+치매환자지원서비스,2025-12-08
구리시 치매안심센터,치매안심센터,"경기도 구리시 건원대로 34번길 84, 구리시보건소 4층",경기도 구리시 인창동 674-3,37.60477675,127.1450794,031-550-8312,031-550-8313,경기도 구리시,치매쉼터 운영+치매조기검진+인지재활프로그램 운영+가족카페 운영+치매공공후견사업+치매환자지원서비스+치매극복의날 기념행사,2025-12-08
동구치매안심센터,치매안심센터,"광주광역시 동구 서남로 14, 7층","광주광역시 동구 서남로 14, 7층",35.14495168,126.9231621,062-608-3471,062-608-3490,전남광주통합특별시 동구,치매예방관리(조기검진+예방교육+인식개선)+치매등록관리(상담+사례관리+프로그램),2024-09-20
무주군치매안심센터,치매안심센터,전북특별자치도 무주군 무주읍 한풍루로413,전북특별자치도 무주군 무주읍 당산리 701,36.005882,127.6716991,,063-320-8601,전북특별자치도 무주군,치매예방+인지강화+인지재활,2025-08-18
해운대구치매안심센터,치매안심센터,부산광역시 해운대구 양운로 37번길 59 별관 4층,부산광역시 해운대구 좌동 1339 별관 4층,35.16410942,129.1786558,051-749-7572,051-749-0770,부산광역시 해운대구,"치매조기검진(선별,정밀)+치매환자 상담 및 등록관리+조호물품지원+치매치료비지원+치매환자 공공후견인지원+치매예방교실+인지강화교실+인지재활교실+가족교실(헤아림)+가족모임지원 등",2025-07-14
군위군치매안심센터,치매안심센터,대구광역시 군위군 군위읍 군청로 70,대구광역시 군위군 군위읍 동부리 676-3 군위군치매안심센터,36.22951326,128.5697884,054-380-7423,054-380-7491,대구광역시 군위군,상담및등록관리사업+치매조기검진사업+치매예방관리사업+치매환자쉼터+치매지원서비스관리(치매치료관리비 지원)+치매안심마을운영+맞춤형사례관리사업+치매가족및보호자지원사업+치매인식개선 홍보,2025-07-17
경산시 치매안심센터,치매안심센터,경상북도 경산시 남매로 158,경상북도 경산시 중방동 708-5,35.82511247,128.7432823,053-810-6418,053-810-6435,경상북도 경산시,"치매선별검진, 우리마을 예쁜 치매쉼터",2025-07-18
부산진구치매안심센터,치매안심센터,부산광역시 부산진구 새싹로253,부산광역시 부산진구 초읍동 278-8,35.178777,129.0475494,051-605-6107,051-605-6107,부산광역시 부산진구,치매조기검진+치매대상자 등록관리+치매치료관리비지원+치매인식개선 및 홍보 등,2025-06-30
광주광역시광역치매센터,광역치매센터,"광주광역시 동구 제봉로 27, 한일빌딩 4층",,35.1411286,126.9211291,,062-226-2181,광주광역시,치매극복의날 기념행사+한마음 치매극복 걷기행사+치매예방교육 및 시민건강강좌+치매관련종사자 교육 등,2025-06-20
순창군 치매안심센터,치매안심센터,전라북도 순창군 순창읍 교성로 135,전라북도 순창군 순창읍 교성리 418,35.36710476,127.1436245,063-650-5247,063-650-5247,전북특별자치도 순창군,찾아가는 경로당 치매예방교실+치매고위험군 인지증진프로그램+치매가족지지 프로그램 헤아림+치매조기검진,2022-06-15
보성군치매안심센터,치매안심센터,전라남도 보성군 보성읍 갱맹골길 206,전라남도 보성군 보성읍 주봉리 529,34.7664558,127.071271,061-853-4000,061-850-8695,전남광주통합특별시 보성군,치매조기검진 및 등록 관리+치매예방교실+조호물품제공 등,2025-08-12
포항시북구치매안심센터,치매안심센터,경상북도 포항시 북구 삼흥로 96(장성동),경상북도 포항시 북구 장성동 1363-3,36.07072182,129.3797119,054-270-4114,054-270-8951,경상북도 포항시,치매무료검진+상담 및 등록+치매예방교실 및 치매환지쉼터 프로그램 운영+치매치료관리비지원+조호물품 제공+맞춤형사례관리+실종노인의 발생예방 및 찾기 사업+ 치매가족교실 운영+치매극복의 날 기념행사+치매서포터즈 교육,2025-08-12
포항시남구치매안심센터,치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,경상북도 포항시 남구 오천읍 원리 896,35.9704125,129.405147,054-270-4004,054-270-8901,경상북도 포항시,치매무료검진+치매극복의 날 기념행사+치매서포터즈 교육+상담 및 등록+치매예방교실 및 치매환지쉼터 프로그램 운영+치매치료관리비지원+조호물품 제공+맞춤형사례관리+실종노인의 발생예방 및 찾기 사업+치매가족교실 운영,2025-08-12
하동군치매안심센터,치매안심센터,경상남도 하동군 횡천면 경서대로 1189,경상남도 하동군 횡천면 횡천리 575-3,35.1097955,127.815102,055-882-4000,055-880-6850,경상남도 하동군,쉼터운영+치매예방교실운영+치매상담등록관리+치매안심마을운영+치매조기검진+치매환자맞춤형사례관리+치매환자가족프로그램운영+인지강화교실운영+치매파트너 양성,2025-05-20
대전광역치매센터,광역치매센터,대전광역시 중구 문화로 282,대전광역시 중구 대사동 640,36.31684464,127.4153053,042-280-8968,042-280-8968,대전광역시,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",2020-12-14
완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.731327,061-550-5810,061-550-5810,전남광주통합특별시 완도군,치매조기검진 치매예방관리사업 치매사례관리 치매인식개선 및 홍보 치매공공후견인 치매치료관리비 지원사업,2021-10-14
덕양구보건소치매안심센터,치매안심센터,경기도 고양시 덕양구 은빛로 72,경기도 고양시 덕양구 화정동 958,37.6371263948,126.8360076,031-8075-4800,031-8075-4800,경기도 고양시,치매선별검사 및 진단검사 실시+치매환자등록ㆍ조호물품ㆍ치매치료관리비 지원+경증 치매환자 쉼터 운영+치매예방 프로그램 운영+치매 안심마을 운영+치매 인식개선사업+치매환자 실종예방사업,2025-09-10
양주시 서부 치매안심센터(분소),치매안심센터,경기도 양주시 광적면 부흥로 618번길 303,경기도 양주시 광적면 광석리 132,37.81249969,126.9723072,031-8082-7100,031-8082-4388,경기도 양주시,치매조기검진+치매예방프로그램+치매환자 쉼터+치매가족지원사업+치매약제비 지원+조호용품등 지원,2025-09-12
양주시 치매안심센터,치매안심센터,경기도 양주시 화합로1426번길 90,경기도 양주시 덕정동 206,37.83814235,127.0680351,031-8082-7100,031-8082-7147,경기도 양주시,치매조기검진+치매예방프로그램+치매환자 쉼터+치매가족지원사업+치매약제비 지원+조호용품등 지원,2025-09-12
신곡치매안심센터,치매안심센터,"경기도 의정부시 신곡로 71, 3층 (신곡동, 신곡1동 행정복지센터)",,37.73309574,127.0562161,031-870-6121,031-870-6181,경기도 의정부시,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,2025-09-12
서초구치매안심센터,치매안심센터,"서울특별시 서초구 염곡말길 9, 4층(염곡동, 내곡느티나무쉼터)",서울특별시 서초구 염곡동 180-2,37.46182487,127.0506972,02-2155-8081,02-591-1833,서울특별시 서초구,"무료치매검사, 고도화장비기반 치매검사, 인지건강프로그램, 치매환자 가족교육 및 지지프로그램, 안심하우스 및 기억키움학교 운영, 치매 홍보서포터즈 운영 등",2025-08-05
청도군치매안심센터,치매안심센터,경상북도 청도군 화양읍 산성강변길 472,경상북도 청도군 화양읍 송북리 45,35.654342,128.7381579,054-370-6564,054-370-6470,경상북도 청도군,치매진단등록+환자쉼터+인지재활치료+비약물치료,2025-08-11
서울특별시 중랑구치매안심센터,치매안심센터,"서울특별시 중랑구 봉화산로 190 ,신내2동 중랑구청 제2청사 4층,6층",서울특별시 중랑구 신내동 665,37.60626485,127.094136,02-2094-0869,02-435-7540,서울특별시 중랑구,치매조기검진+치매예방등록관리+지역사회자원강화,2025-08-11
보은군치매안심센터,치매안심센터,충청북도 보은군 보은읍 임업길 22,충청북도 보은군 보은읍 삼산리 172-2,36.48703402,127.7155518,043-540-5642,043-540-5642,충청북도 보은군,인지재활프로그램+예방프로그램+쉼터운영,2024-11-29
울진군 치매안심센터,치매안심센터,경상북도 울진군 울진읍 읍내8길 61-8,경상북도 울진군 울진읍 읍내리 563-5,36.99621755,129.4045994,054-789-5000,054-789-5025,경상북도 울진군,치매치매조기검진 및 대상자 등록관리+인지강화프로그램 및 치매가족프로그램 운영+치매서포터즈 양성,2024-07-31
순천시치매안심센터,치매안심센터,전라남도 순천시 중앙로 232,전라남도 순천시 석현동 35-6,34.966691,127.486072,061-749-3612,061-749-8888,전남광주통합특별시 순천시,"인지재활프로그램, 기억력 검사 등",2024-11-26
곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로854,전라남도 곡성군 곡성읍 읍내리 220,35.27886716,127.2969046,061-360-8980,061-360-8981,전남광주통합특별시 곡성군,등록관리+쉼터+예방 등,2024-12-04
도봉구치매안심센터,치매상담전화센터,"서울특별시 도봉구 마들로 650(도봉월드상가 3,4층)",서울특별시 도봉구 방학동720-33 도봉월드상가 3층 4층,37.66802835,127.047065,02-2091-4562,02-955-3591,서울특별시 도봉구,"치매환자의 등록·관리, 치매의 예방·교육 및 홍보, 치매조기검진 등",2024-12-06
대덕구치매안심센터,치매안심센터,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,042-608-4491,042-608-4491,대전광역시,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",2020-12-14
유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177,대전광역시 유성구 구암동 91-6,36.354491,127.328811,042-611-5112,042-611-5112,대전광역시,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",2020-12-14
서구치매안심센터,치매안심센터,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.355071,127.3833597,042-288-4470,042-288-4470,대전광역시,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",2020-12-14
중구치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557592,127.4212943,042-288-8180,042-288-8180,대전광역시,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",2020-12-14
동구치매안심센터,치매안심센터,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,042-621-6011,042-621-6011,대전광역시,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",2020-12-14
강진군치매안심센터,치매안심센터,전라남도 강진군 강진읍 목리길 11,,34.638335,126.775711,061-430-5294,061-430-5294,전남광주통합특별시 강진군,치매조기검진+쉼터+찾아가는 치매예방교실+기억채움교실,2025-11-19
장흥군보건소 치매안심센터,치매안심센터,전라남도 장흥군 장흥읍 동교1길 13,전라남도 장흥군 장흥읍 건산리 752-1,34.6770039,126.907038,061-862-4000,061-860-6498,전남광주통합특별시 장흥군,"치매예방 및 인식개선(교육, 홍보, 선도기관, 파트너양성)+치매조기검진(선별, 진단,정밀)+치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지강화 프로그램, 에방교실)+치매안심마을 운영+치매쉼터+치매실종예방사업+치매치료비 지원+치매조호물품지원+치매지역사회 지원강화+치매통합관리 정보시스템 구축 운영",2025-11-17
진안군치매안심센터,치매안심센터,전북특별자치도 진안군 진안읍 진무로 1189,,35.79730854,127.4347748,,063-430-8582,전북특별자치도 진안군,치매조기검진+치매의료비지원+치매극복의날 기념행사+한마음 치매극복 걷기대회+치매환자 및 가족 프로그램+치매인식개선사업+치매안심마을운영+치매공공후견인사업+치매파트너 및 파트너플러스 양성+치매극복선도단체+맞춤형 돌봄 사례 등관리+실종예방사업+쉼터운영+조호물품지원 등,2025-11-18
강릉시치매안심센터,치매안심센터,"강원특별자치도 강릉시 남부로17번길 38, 내곡동",강원특별자치도 강릉시 내곡동 413,37.74287093,128.8827493,033-660-3081,033-660-3048,강원특별자치도 강릉시,등록관리+조기검진+예방관리+가족지원+인식개선 및 홍보,2025-11-18
강원특별자치도동해시치매안심센터,치매안심센터,강원특별자치도 동해시 발한로 227 동해시치매안심센터 1층,강원특별자치도 동해시 발한동 17-9,37.5495162,129.1081409,033-530-2401,033-530-2426,강원특별자치도 동해시,조기검진 및 상담+치매치료관리비지원+조호물품지원+치매환자교실운영+치매가족교실운영+가족카페운영,2025-11-21
춘천시 치매안심센터,치매안심센터,강원특별자치도 춘천시 스무숲길 4-46,강원특별자치도 춘천시 석사동 171-8,37.846002,127.746997,033-250-4004,033-250-4004,강원특별자치도 춘천시,"치매검진+무료 조기검진+정밀검진비 지원+치매환자 치료비(약제비) 지원+조호물품(기저귀,물티슈) 지원+인식표 제공+배회감지기 지원+치매환자 단기쉼터 운영+치매환자 및 가족 지원+상담 및 교육+인지강화프로그램+치매예방프로그램+치매 극복의날 행사+인식개선 및 홍보",2025-11-07
청양군치매안심센터,치매안심센터,충청남도 청양군 청양읍 칠갑산로 7길 54,충청남도 청양군 청양읍 읍내리 261-1,36.45501978,126.8049308,041-940-4551,041-940-4500,충청남도 청양군,치매환자쉼터+인지재활프로그램+치매가족교실+치매자조모임+치매예방교실,2025-11-18
북구 치매상담센터,치매안심센터,부산광역시 북구 덕천로 123,부산광역시 북구 덕천동 139-3,35.21053729,129.0181315,051-309-5281,051-309-5281,부산광역시 북구,치매조기검진+치매치료비지원+인지재활프로그램+가족교육 등,2025-11-07
금정구 치매안심센터,치매안심센터,부산광역시 금정구 중앙대로 1777,부산광역시 금정구 부곡동 78,35.24205368,129.0924546,051-519-5678,051-519-5678,부산광역시 금정구,치매조기검진+치매예방프로그램+치매환자 지원+치매 인식 개선사업 등,2025-11-21
서구치매안심센터,치매안심센터,"부산광역시 서구 구덕로 127, 4층","부산광역시 서구 토성동5가 56-4, 4층",35.09633318,129.0220599,051-240-4912,051-240-4912,부산광역시 서구,치매조기검진+등록관리+치매환자 지원+보호자 상담+지역자원연계+치매예방교육 및 인식개선+프로그램 운영 등,2025-11-18
함양군 치매안심센터,치매안심센터,경상남도 함양군 함양읍 한들로 141,경상남도 함양군 함양읍 용평리 630-3,35.5196763,127.731782,055-960-5355,055-960-5355,경상남도 함양군,치매조기검진+치매환자상담 및 등록관리+조호물품제공+맞춤형사례관리+인지재활프로그램운영+치매가족모임운영+치매인식개선사업+치매환자실종예방사업 등,2025-11-21
금천구치매안심센터,치매안심센터,"서울특별시 금천구 시흥대로 123길 11(독산1동 주민센터) 6층, 7층",서울특별시 금천구 독산동 289-5,37.47021905,126.8970437,02-2627-2142,02-3281-9082,서울특별시 금천구,예방 및 인식개선 사업+조기검진 사업+등록관리사업+치매치료관리비 지원사업+중증치매노인공공후견사업,2025-11-26
강화군치매안심센터,치매안심센터,인천광역시 강화군 강화읍 충렬사로 26-1,인천광역시 강화군 강화읍 남산리 324-1,37.73723039,126.4847095,032-930-4057,032-930-4057,인천광역시 강화군,치매 선별검사 및 진단검사+치매예방 프로그램+치매환자 돌봄+치매환자 지원+치매환자 가족 지원+치매환자 인지재활 프로그램+치매 인식개선 홍보,2025-11-20
신안군치매안심센터,치매안심센터,전라남도 신안군 압해읍 천사로 1004,,34.83360218,126.3514253,,061-240-8081,전남광주통합특별시 신안군,치매예방교육 및 인지건강프로그램+치매인식개선 및 예방교육+치매조기검진사업+치매치료관리비지원사업+배회가능 어르신 인식표 무료 보급,2025-11-24
영암군치매안심센터,치매안심센터,전라남도 영암군 영암읍오리정길39,전라남도 영암군 영암읍 춘양리 525,34.79533941,126.7033414,061-470-6525,061-470-6030,전남광주통합특별시 영암군,치매환자 쉼터+치매예방교실인지강화교실,2025-11-01
달성군치매안심센터,치매안심센터,대구광역시 달성군 현풍읍 현풍중앙로27,대구광역시 달성군 현풍읍 하리 253-2,35.692006,128.446211,053-668-3841,053-668-3841,대구광역시 달성군,치매선별검사+치매예방프로그램+치매인지재활프로그램 등,2025-11-26
태안군치매안심센터,치매안심센터,충청남도 태안군 태안읍 서해로 1952-16,충청남도 태안군 태안읍 평천리 698-6,36.75187751,126.3231965,041-671-1608,041-671-1632,충청남도 태안군,인지선별검사+치매인식개선활동+치매프로그램운영+맞춤형사례관리 등,2025-06-19
부평구치매안심센터,치매안심센터,인천광역시 부평구 주부토로 65,인천광역시 부평구 부평동 434-3,37.500824,126.7249026,032-509-1300,032-509-1300,인천광역시 부평구,치매조기선별검진+진단검사+인지건강프로그램운영등,2025-05-31
성주군치매안심센터,치매안심센터,경상북도 성주군 성주읍 성밖숲길12,경상북도 성주군 성주읍 경산리 436-1,35.91738188,128.2786954,054-930-8271,054-930-8187,경상북도 성주군,인지강화및치매환자교실 운영 등,2025-06-20
진도군치매안심센터,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9,전라남도 진도군 진도읍 남동리 776-26,34.480308,126.2629491,061-540-6961,061-540-6961,전남광주통합특별시 진도군,치매조기검진 및 등록관리+인지건강프로그램 등,2025-06-23
[분소]제주도서귀포시치매안심센터(중문분소),치매안심센터,제주특별자치도 서귀포시 천제연로 277 (중문동),제주특별자치도 서귀포시 중문동 1864-1,33.25138876,126.434693,064-760-6557,064-760-6555,제주특별자치도 서귀포시,치매상담 및 등록 관리사업+치매조기검진+치매환자 조호물품제공+치매치료관리비 지원+인지재활 프로그램 운영 등,2024-03-01
[분소]서귀포시서부치매안심센터(안덕분소),치매안심센터,"제주특별자치도 서귀포시 안덕면 화순중앙로12번길 30-9 (화순리, 안덕보건지소)",제주특별자치도 서귀포시 안덕면 화순리 1158-11,33.250552,126.3313996,,064-760-0975,제주특별자치도 서귀포시,치매조기검진+치매상담 및 등록관리+치매환자 쉼터 운영+조호물품지원 등의 다양한 치매통합서비스 제공,2024-03-01
홍성군치매안심센터,치매안심센터,충청남도 홍성군 홍성읍 문화로 106,충청남도 홍성군 홍성읍 오관리 474-7,36.59664192,126.6630613,041-630-2588,041-630-9076,충청남도 홍성군,등록+조기검진+인지재활+강화프로그램,2025-06-30
진천군치매안심센터,치매안심센터,충청북도 진천군 덕산읍 연미로 29,,36.89921785,127.528885,,043-539-7782,충청북도 진천군,치매환자쉼터운영+치매극복의 날 행사+치매예방수칙 및 예방운동 알림+치매파트너 양성+치메안심마을+치매안심등불+찾아가는 기억지키미 운영 등,2025-06-30
충주시치매안심센터,치매안심센터,충청북도 충주시 사직산21길 34,충청북도 충주시 문화동1655,36.97085167,127.9280135,043-850-1780,043-850-1780,충청북도 충주시,"치매조기검진,맞춤형사례관리,치매환자쉼터운영,가족교실운영,치매예방프로그램운영",2025-06-30
흥선치매안심센터,치매안심센터,"경기도 의정부시 흥선로 20, 1층 (가능동, 흥선동행정복지센터)",,37.74626788,127.0306477,031-870-6121,031-870-6166,경기도 의정부시,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,2025-09-12
경기도의정부시치매안심센터(송산),치매안심센터,"경기도 의정부시 민락로 360, 5층 (낙양동, 송산3동 공공복합청사)",,37.75318982,127.1137733,031-870-6121,031-870-6202,경기도 의정부시,무료치매선별검사+ 치매상담+ 치매예방교육+ 재가치매환자 조호물품 지원+ 치매치료관리비 지원+ 치매 극복의 날 기념행사 등,2025-09-12
서대문구치매안심센터,치매안심센터,서울특별시 서대문구 연희로 290,서울특별시 서대문구 홍은2동 425-3 한국자유총연맹,37.58292926,126.9364454,02-330-1738,02-379-0183,서울특별시 서대문구,경증 치매환자 대상 단기 보호(쉼터)운영+치매가족교육+온라인 치매예방 프로그램+치매가족 카페+힐링 프로그램 등,2025-09-01
아산시치매안심센터,치매안심센터,충청남도 아산시 번영로 216번길 18,충청남도 아산시 모종동 574-1,36.78291637,127.01406730,041-537-3474,041-537-3474,충청남도 아산시,쉼터운영(인지재활+인지강화+치매예방프로그램),2025-08-31
